Surface,Round,Winner,Loser,WRank,LRank,WPts,LPts,Year
Clay,2nd Round,Trevisan M.,Osorio M.,76,67,847,892,2023
Clay,2nd Round,Saville D.,Korpatsch T.,225,100,325,705,2023
Clay,1st Round,Avanesyan E.,Rodina E.,68,289,889,229,2023
Clay,1st Round,Zidansek T.,Bronzetti L.,133,69,545,882,2023
Clay,1st Round,Cornet A.,Golubic V.,70,117,879,620,2023
Clay,2nd Round,Avanesyan E.,Paquet C.,68,217,889,335,2023
Clay,2nd Round,Bondar A.,Andreeva M.,155,64,461,900,2023
Clay,Quarterfinals,Parry D.,Cornet A.,90,70,749,879,2023
Clay,Quarterfinals,Burel C.,Bogdan A.,84,39,782,1214,2023
Clay,Semifinals,Burel C.,Parry D.,84,90,782,749,2023
Clay,1st Round,Liu C.,Yuan Y.,78,116,839,627,2023
Clay,2nd Round,Siegemund L.,Zhu L.,153,38,469,1227,2023
Clay,2nd Round,Swiatek I.,Liu C.,1,78,9315,839,2023
Clay,Quarterfinals,Wickmayer Y.,Watson H.,109,146,656,496,2023
Hard,1st Round,Hruncakova V.,Wang Xin.,122,71,604,873,2023
Hard,1st Round,Kostyuk M.,Andreescu B.,34,44,1300,1156,2023
Hard,1st Round,Brady J.,Ostapenko J.,584,20,68,2165,2023
Hard,1st Round,Putintseva Y.,Pera B.,61,53,937,1011,2023
Hard,1st Round,Martic P.,Bucsa C.,35,85,1233,796,2023
Hard,2nd Round,Swiatek I.,Pliskova Ka.,1,23,9490,2010,2023
Hard,2nd Round,Collins D.,Sakkari M.,48,8,1082,3585,2023
Hard,1st Round,Williams V.,Kudermetova V.,533,16,83,2485,2023
Hard,1st Round,Trevisan M.,Pera B.,63,61,906,941,2023
Hard,1st Round,Bouzkova M.,Begu I.,35,39,1293,1197,2023
Hard,1st Round,Collins D.,Pavlyuchenkova A.,34,100,1302,719,2023
Hard,1st Round,Bucsa C.,Bencic B.,84,14,786,2605,2023
Hard,2nd Round,Gauff C.,Sherif M.,7,33,3760,1326,2023
Hard,1st Round,Zhu L.,Blinkova A.,48,39,1088,1283,2023
Hard,1st Round,Stearns P.,Trevisan M.,58,53,956,995,2023
Hard,Semifinals,Alexandrova E.,Zhu L.,22,48,2065,1088,2023
Hard,1st Round,Saville D.,Ngounoue C.,322,494,192,99,2023
Hard,1st Round,Juvan K.,Cocciaretto E.,145,29,503,1420,2023
Hard,1st Round,Noskova L.,Brengle M.,41,103,1174,689,2023
Hard,1st Round,Wang Y.,Garcia C.,114,7,628,3820,2023
Hard,1st Round,Svitolina E.,Friedsam A.L.,26,90,1679,753,2023
Hard,1st Round,Burrage J.,Blinkova A.,96,38,726,1283,2023
Hard,2nd Round,Schmiedlova A.,Masarova R.,64,71,907,862,2023
Hard,2nd Round,Brady J.,Linette M.,433,24,129,1756,2023
Hard,2nd Round,Stearns P.,Tauson C.,59,87,956,760,2023
Hard,2nd Round,Sabalenka A.,Burrage J.,2,96,8746,726,2023
Hard,2nd Round,Kasatkina D.,Kenin S.,14,101,2560,692,2023
Hard,3rd Round,Swiatek I.,Juvan K.,1,145,9955,503,2023
Hard,4th Round,Muchova K.,Wang Xin.,10,53,2995,1031,2023
Hard,4th Round,Keys M.,Pegula J.,17,3,2290,5945,2023
Hard,Semifinals,Gauff C.,Muchova K.,6,10,4595,2995,2023
Hard,1st Round,Mandlik E.,Parry D.,167,90,432,757,2023
Hard,1st Round,Uchijima M.,Raina A.,174,181,419,400,2023
Hard,2nd Round,Kalinskaya A.,Dart H.,92,161,755,457,2023
Hard,2nd Round,Mandlik E.,Marino R.,167,129,432,559,2023
Hard,1st Round,Collins D.,Chirico L.,43,213,1192,342,2023
Hard,Quarterfinals,Collins D.,Garcia C.,43,10,1192,3050,2023
Hard,1st Round,Hunter S.,Shymanovich I.,157,160,470,466,2023
Hard,1st Round,Dolehide C.,Stearns P.,111,43,646,1186,2023
Hard,2nd Round,Arango E.,Stephens S.,180,38,421,1265,2023
Hard,3rd Round,Garcia C.,Baptiste H.,11,174,3050,433,2023
Hard,3rd Round,Sakkari M.,Giorgi C.,9,56,3560,983,2023
Hard,3rd Round,Fernandez L.A.,Navarro E.,74,49,835,1123,2023
Hard,1st Round,Dart H.,Niemeier J.,155,136,474,533,2023
Hard,1st Round,Bronzetti L.,Yang Y.,60,236,950,302,2023
Hard,Quarterfinals,Putintseva Y.,Maria T.,81,48,797,1125,2023
Hard,1st Round,Savinykh V.,Gracheva V.,164,48,469,1178,2023
Hard,2nd Round,Sakkari M.,Doi M.,6,331,4360,184,2023
Hard,Quarterfinals,Kudermetova V.,Swiatek I.,19,2,2170,8195,2023
Hard,1st Round,Maria T.,Trevisan M.,53,40,1075,1217,2023
Hard,1st Round,Martic P.,Cirstea S.,48,26,1173,1765,2023
Hard,1st Round,Putintseva Y.,Bouzkova M.,75,30,877,1453,2023
Hard,1st Round,Wang Xin.,Zvonareva V.,37,397,1316,152,2023
Hard,2nd Round,Samsonova L.,Kvitova P.,22,14,2000,2695,2023
Hard,Quarterfinals,Swiatek I.,Garcia C.,2,10,8195,3335,2023
Hard,The Final,Fernandez L.A.,Siniakova K.,60,85,995,789,2023
Hard,1st Round,Juvan K.,Boulter K.,99,52,676,1104,2023
Hard,2nd Round,Bouzkova M.,Lys E.,29,119,1453,580,2023
Hard,2nd Round,Pegula J.,Krueger A.,4,80,5955,851,2023
Hard,Quarterfinals,Pegula J.,Liu C.,4,98,5955,707,2023
Hard,2nd Round,Zheng Q.,Sakkari M.,24,6,1873,4475,2023
Hard,1st Round,Teichmann J.,Wickmayer Y.,142,71,516,921,2023
Hard,1st Round,Parrizas Diaz N.,Frech M.,135,69,528,929,2023
Hard,1st Round,Zavatska K.,Bouzas Maneiro J.,171,136,447,528,2023
Hard,1st Round,Paolini J.,Cornet A.,30,117,1395,604,2023
Hard,2nd Round,Mertens E.,Shymanovich I.,36,176,1294,437,2023
Hard,Quarterfinals,Paolini J.,Bronzetti L.,30,62,1395,965,2023
Hard,1st Round,Osorio M.,Ma Y.,76,229,883,318,2023
Hard,1st Round,Sorribes Tormo S.,Jiang X.,55,511,1096,97,2023
Hard,1st Round,Hibino N.,Haddad Maia B.,93,21,748,2210,2023
Hard,2nd Round,Osorio M.,Sorribes Tormo S.,76,55,883,1096,2023
Hard,Round Robin,Ostapenko J.,Vekic D.,13,24,2615,1815,2023
Hard,Semifinals,Zheng Q.,Zhu L.,18,37,2275,1272,2023
